btc	bt	EC_number	EC_name	3rd_lvl	reaction	evidence	rule	simple_rule
bt0361	4141	3.1.3.38	3-phosphoglycerate phosphatase	3.1.3	881	R01511	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.7	acylphosphatase	3.6.1	885	R01515	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.6	3'-nucleotidase	3.1.3	919	R01562	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.5	5'-nucleotidase	3.1.3	925	R01569	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.35	thymidylate 5'-phosphatase	3.1.3	925	R01569	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.89	5'-deoxynucleotidase	3.1.3	925	R01569	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.5	5'-nucleotidase	3.1.3	987	R01664	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.89	5'-deoxynucleotidase	3.1.3	987	R01664	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.12	dCTP diphosphatase	3.6.1	990	R01667	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.12	dCTP diphosphatase	3.6.1	991	R01668	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.65	(d)CTP diphosphatase	3.6.1	991	R01668	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.20	5'-acylphosphoadenosine hydrolase	3.6.1	1004	R01690	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.20	phosphoglycerate phosphatase	3.1.3	1038	R01748	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.9	glucose-6-phosphatase	3.1.3	1065	R01788	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.29	N-acylneuraminate-9-phosphatase	3.1.3	1070	R01805	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.11	fructose-bisphosphatase	3.1.3	1091	R01845	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.37	sedoheptulose-bisphosphatase	3.1.3	1091	R01845	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.-		3.6.1	1094	R01855	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.5.1	dGTPase	3.1.5	1095	R01856	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.6	3'-nucleotidase	3.1.3	1110	R01877	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.5	5'-nucleotidase	3.1.3	1176	R01968	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.89	5'-deoxynucleotidase	3.1.3	1176	R01968	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.5	5'-nucleotidase	3.1.3	1226	R02088	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.89	5'-deoxynucleotidase	3.1.3	1226	R02088	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.5	apyrase	3.6.1	1230	R02092	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.5	apyrase	3.6.1	1233	R02095	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.39	thymidine-triphosphatase	3.6.1	1233	R02095	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.23	dUTP diphosphatase	3.6.1	1238	R02100	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.-		3.6.1	1238	R02100	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.5	5'-nucleotidase	3.1.3	1240	R02102	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.89	5'-deoxynucleotidase	3.1.3	1240	R02102	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.1	alkaline phosphatase	3.1.3	1252	R02135	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.2	acid phosphatase	3.1.3	1252	R02135	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.100	thiamine phosphate phosphatase	3.1.3	1252	R02135	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.6	3'-nucleotidase	3.1.3	1262	R02148	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.22	mannitol-1-phosphatase	3.1.3	1271	R02167	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.39	streptomycin-6-phosphatase	3.1.3	1301	R02228	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.5	5'-nucleotidase	3.1.3	1366	R02323	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.-		3.1.3	1366	R02323	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.39	thymidine-triphosphatase	3.6.1	1373	R02330	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.6	3'-nucleotidase	3.1.3	1391	R02370	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.68	2-deoxyglucose-6-phosphatase	3.1.3	1537	R02587	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.4.38	glycerophosphocholine cholinephosphodiesterase	3.1.4	1540	R02591	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.4.42	glycerol-1,2-cyclic-phosphate 2-phosphodiesterase	3.1.4	1567	R02648	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.21	ADP-sugar diphosphatase	3.6.1	1583	R02677	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.5	5'-nucleotidase	3.1.3	1605	R02719	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.66	XTP/dITP diphosphatase	3.6.1	1606	R02720	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.-		3.6.1	1606	R02720	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.54	fructose-2,6-bisphosphate 6-phosphatase	3.1.3	1611	R02730	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.46	fructose-2,6-bisphosphate 2-phosphatase	3.1.3	1612	R02731	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	2.7.1.15	ribokinase	2.7.1	1624	R02750	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	2.7.1.229	deoxyribokinase	2.7.1	1624	R02750	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.12	trehalose-phosphatase	3.1.3	1636	R02778	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.17	bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)	3.6.1	1648	R02805	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.4.13	serine-ethanolaminephosphate phosphodiesterase	3.1.4	1653	R02817	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.3	phosphoserine phosphatase	3.1.3	1668	R02853	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.50	sorbitol-6-phosphatase	3.1.3	1677	R02866	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.9	nucleotide diphosphatase	3.6.1	1760	R03004	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.22	NAD+ diphosphatase	3.6.1	1760	R03004	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.15	histidinol-phosphatase	3.1.3	1763	R03013	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.6.1.9	nucleotide diphosphatase	3.6.1	1779	R03036	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.64	phosphatidylinositol-3-phosphatase	3.1.3	1948	R03330	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.4.43	glycerophosphoinositol inositolphosphodiesterase	3.1.4	1949	R03331	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.4.43	glycerophosphoinositol inositolphosphodiesterase	3.1.4	1950	R03333	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.5	5'-nucleotidase	3.1.3	1957	R03346	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.-		3.1.3	1957	R03346	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	2.7.1.173	nicotinate riboside kinase	2.7.1	1958	R03347	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.45	3-deoxy-manno-octulosonate-8-phosphatase	3.1.3	1961	R03350	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.8	3-phytase	3.1.3	1972	R03371	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.62	multiple inositol-polyphosphate phosphatase	3.1.3	1972	R03371	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.26	4-phytase	3.1.3	1973	R03372	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
bt0361	4141	3.1.3.62	multiple inositol-polyphosphate phosphatase	3.1.3	1973	R03372	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/simple-rule/6cc072c7-22a5-4206-a0d3-c72d93fbf8ff
