btc	bt	EC_number	3rd_lvl	EC_name	evidence	rule
bt0361	4141	3.1.3.57	3.1.3	inositol-1,4-bisphosphate 1-phosphatase	R03427	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.56	3.1.3	inositol-polyphosphate 5-phosphatase	R03430	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.62	3.1.3	multiple inositol-polyphosphate phosphatase	R03434	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.40	3.1.3	guanidinodeoxy-scyllo-inositol-4-phosphatase	R03496	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.66	3.6.1	XTP/dITP diphosphatase	R03531	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.4.16	3.1.4	2',3'-cyclic-nucleotide 2'-phosphodiesterase	R03537	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.4.16	3.1.4	2',3'-cyclic-nucleotide 2'-phosphodiesterase	R03538	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	6.2.1.11	6.2.1	biotin---CoA ligase	R03762	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.4.16	3.1.4	2',3'-cyclic-nucleotide 2'-phosphodiesterase	R03929	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.28	3.1.3	ADP-phosphoglycerate phosphatase	R03969	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.31	3.6.1	phosphoribosyl-ATP diphosphatase	R04035	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.63	3.1.3	2-carboxy-D-arabinitol-1-phosphatase	R04167	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.14	3.1.3	methylphosphothioglycerate phosphatase	R04317	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.66	3.1.3	phosphatidylinositol-3,4-bisphosphate 4-phosphatase	R04372	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.54	3.6.1	UDP-2,3-diacylglucosamine diphosphatase	R04549	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.73	3.1.3	adenosylcobalamin/alpha-ribazole phosphatase	R04594	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.1	3.1.3	alkaline phosphatase	R04620	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.67	3.6.1	dihydroneopterin triphosphate diphosphatase	R04638	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.11	3.1.3	fructose-bisphosphatase	R04780	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	4.2.3.1	4.2.3	threonine synthase	R05086	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.4.16	3.1.4	2',3'-cyclic-nucleotide 2'-phosphodiesterase	R05135	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	2.7.1.158	2.7.1	inositol-pentakisphosphate 2-kinase	R05202	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.27	3.6.1	undecaprenyl-diphosphate phosphatase	R05627	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.82	3.1.3	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	R05647	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.52	3.6.1	diphosphoinositol-polyphosphate diphosphatase	R05779	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.71	3.1.3	2-phosphosulfolactate phosphatase	R05789	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.69	3.1.3	glucosylglycerol 3-phosphatase	R05791	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.4	3.1.3	phosphatidate phosphatase	R06520	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.4	3.1.3	phosphatidate phosphatase	R06521	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.75	3.1.3	phosphoethanolamine/phosphocholine phosphatase	R06870	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.75	3.1.3	phosphoethanolamine/phosphocholine phosphatase	R06871	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.104	3.1.3	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	R07280	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.21	3.1.3	glycerol-1-phosphatase	R07298	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.77	3.1.3	acireductone synthase	R07394	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.87	3.1.3	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase	R07394	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.77	3.1.3	acireductone synthase	R07395	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.76	3.1.3	lipid-phosphate phosphatase	R07582	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.62	3.1.3	multiple inositol-polyphosphate phosphatase	R07583	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.72	3.1.3	5-phytase	R07583	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.93	3.1.3	L-galactose 1-phosphate phosphatase	R07674	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.7.3	3.1.7	monoterpenyl-diphosphatase	R08396	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.7.11	3.1.7	geranyl diphosphate diphosphatase	R08396	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.7.3	3.1.7	monoterpenyl-diphosphatase	R08529	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.68	3.1.3	2-deoxyglucose-6-phosphatase	R08548	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	2.4.1.17	2.4.1	glucuronosyltransferase	R08615	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.21	3.1.3	glycerol-1-phosphatase	R08658	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.7.6	3.1.7	farnesyl diphosphatase	R08697	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.88	3.1.3	5''-phosphoribostamycin phosphatase	R08899	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.79	3.1.3	mannosylfructose-phosphate phosphatase	R08982	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.4.52	3.1.4	cyclic-guanylate-specific phosphodiesterase	R08991	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.7.5	3.1.7	geranylgeranyl diphosphate diphosphatase	R08993	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.80	3.1.3	2,3-bisphosphoglycerate 3-phosphatase	R09532	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.53	3.6.1	Mn2+-dependent ADP-ribose/CDP-alcohol diphosphatase	R09538	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.85	3.1.3	glucosyl-3-phosphoglycerate phosphatase	R09664	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.83	3.1.3	D-glycero-alpha-D-manno-heptose 1,7-bisphosphate 7-phosphatase	R09771	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.7.8	3.1.7	tuberculosinol synthase	R09828	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.55	3.6.1	8-oxo-dGTP diphosphatase	R09832	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.56	3.6.1	2-hydroxy-dATP diphosphatase	R09833	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.57	3.6.1	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase	R09834	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.58	3.6.1	8-oxo-dGDP phosphatase	R09877	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.61	3.6.1	diadenosine hexaphosphate hydrolase (ATP-forming)	R09880	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.60	3.6.1	diadenosine hexaphosphate hydrolase (AMP-forming)	R09881	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.60	3.6.1	diadenosine hexaphosphate hydrolase (AMP-forming)	R09882	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.63	3.6.1	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase	R10186	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.2.1.184	3.2.1	UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing)	R10187	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.4.55	3.1.4	phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	R10205	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.64	3.6.1	inosine diphosphate phosphatase	R10235	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.4.56	3.1.4	7,8-dihydroneopterin 2',3'-cyclic phosphate phosphodiesterase	R10344	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.4.56	3.1.4	7,8-dihydroneopterin 2',3'-cyclic phosphate phosphodiesterase	R10345	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.90	3.1.3	maltose 6'-phosphate phosphatase	R10486	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	7.3.2.6	7.3.2	ABC-type tungstate transporter	R10531	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.91	3.1.3	7-methylguanosine nucleotidase	R10546	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.92	3.1.3	kanosamine-6-phosphate phosphatase	R10547	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.94	3.1.3	D-galactose 1-phosphate phosphatase	R10622	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.66	3.1.3	phosphatidylinositol-3,4-bisphosphate 4-phosphatase	R10950	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.4.57	3.1.4	phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase	R10972	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.4.57	3.1.4	phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase	R10973	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.22	3.6.1	NAD+ diphosphatase	R11104	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.73	3.1.3	adenosylcobalamin/alpha-ribazole phosphatase	R11173	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.96	3.1.3	pseudouridine 5'-phosphatase	R11180	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.101	3.1.3	validoxylamine A 7'-phosphate phosphatase	R11240	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.9	3.6.1	nucleotide diphosphatase	R11323	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.103	3.1.3	3-deoxy-D-glycero-D-galacto-nonulopyranosonate 9-phosphatase	R11440	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.68	3.6.1	geranyl diphosphate phosphohydrolase	R11551	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.105	3.1.3	N-acetyl-D-muramate 6-phosphate phosphatase	R11785	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.23	3.6.1	dUTP diphosphatase	R11896	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.4.59	3.1.4	cyclic-di-AMP phosphodiesterase	R12345	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.4.60	3.1.4	pApA phosphodiesterase	R12346	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.107	3.1.3	amicoumacin phosphatase	R12531	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.69	3.6.1	8-oxo-(d)GTP phosphatase	R12532	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.69	3.6.1	8-oxo-(d)GTP phosphatase	R12533	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.1.3.108	3.1.3	nocturnin	R12587	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.73	3.6.1	inosine/xanthosine triphosphatase	R12589	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	3.6.1.58	3.6.1	8-oxo-dGDP phosphatase	R12595	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0361	4141	6.2.1.65	6.2.1	salicylate---CoA ligase	R12641	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/20f8560a-95eb-4c00-9b1e-50ce8f60160a
bt0051	3501	4.1.1.50	4.1.1	adenosylmethionine decarboxylase	R00178	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.15	4.1.1	glutamate decarboxylase	R00261	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.20	4.1.1	diaminopimelate decarboxylase	R00451	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.18	4.1.1	lysine decarboxylase	R00462	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.11	4.1.1	aspartate 1-decarboxylase	R00489	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.15	4.1.1	glutamate decarboxylase	R00489	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.19	4.1.1	arginine decarboxylase	R00566	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.57	4.1.1	methionine decarboxylase	R00656	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.17	4.1.1	ornithine decarboxylase	R00670	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.28	4.1.1	aromatic-L-amino-acid decarboxylase	R00685	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.105	4.1.1	L-tryptophan decarboxylase	R00685	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.28	4.1.1	aromatic-L-amino-acid decarboxylase	R00699	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.53	4.1.1	phenylalanine decarboxylase	R00699	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.25	4.1.1	tyrosine decarboxylase	R00736	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.28	4.1.1	aromatic-L-amino-acid decarboxylase	R00736	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.22	4.1.1	histidine decarboxylase	R01167	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.14	4.1.1	valine decarboxylase	R01437	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.15	4.1.1	glutamate decarboxylase	R01682	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.29	4.1.1	sulfinoalanine decarboxylase	R01682	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.25	4.1.1	tyrosine decarboxylase	R02080	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
bt0051	3501	4.1.1.28	4.1.1	aromatic-L-amino-acid decarboxylase	R02080	https://envipath.org/package/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/parallel-rule/2339e8b3-c9c6-40fd-b89a-aad5693baa18
